,datetime,counttrips,meanduration,modestartstationid,modestartstationname,modestartstationlatitude,modestartstationlongitude,modeendstationid,modeendstationname,modeendstationlatitude,modeendstationlongitude,usertypevalues,gendervalues
0,2013-06,577703,1372.5702791919032,"0    459
Name: startstationid, dtype: int64","0    W 20 St & 11 Ave
Name: startstationname, dtype: object","0    40.746745
Name: startstationlatitude, dtype: float64","0   -74.007756
Name: startstationlongitude, dtype: float64","0    459.0
Name: endstationid, dtype: float64","0    W 20 St & 11 Ave
Name: endstationname, dtype: object","0    40.746745
Name: endstationlatitude, dtype: float64","0   -74.007756
Name: endstationlongitude, dtype: float64","Subscriber    337384
Customer      240319
Name: usertype, dtype: int64","1    263492
0    240748
2     73463
Name: gender, dtype: int64"
1,2013-07,843416,998.1007035673973,"0    459
Name: startstationid, dtype: int64","0    W 20 St & 11 Ave
Name: startstationname, dtype: object","0    40.746745
Name: startstationlatitude, dtype: float64","0   -74.007756
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    668501
Customer      174915
Name: usertype, dtype: int64","1    511479
0    174931
2    157006
Name: gender, dtype: int64"
2,2013-08,1001958,979.5802269156991,"0    497
Name: startstationid, dtype: int64","0    E 17 St & Broadway
Name: startstationname, dtype: object","0    40.73705
Name: startstationlatitude, dtype: float64","0   -73.990093
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    815902
Customer      186056
Name: usertype, dtype: int64","1    616914
2    198948
0    186096
Name: gender, dtype: int64"
3,2013-09,1034359,905.0205769950278,"0    459
Name: startstationid, dtype: int64","0    W 20 St & 11 Ave
Name: startstationname, dtype: object","0    40.746745
Name: startstationlatitude, dtype: float64","0   -74.007756
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    889190
Customer      145169
Name: usertype, dtype: int64","1    669732
2    219400
0    145227
Name: gender, dtype: int64"
4,2013-10,1037712,825.614754382719,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    940266
Customer       97446
Name: usertype, dtype: int64","1    714293
2    225921
0     97498
Name: gender, dtype: int64"
5,2013-11,675774,771.2838656118762,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    631801
Customer       43973
Name: usertype, dtype: int64","1    487386
2    144371
0     44017
Name: gender, dtype: int64"
6,2013-12,443966,751.8738889914994,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    424585
Customer       19381
Name: usertype, dtype: int64","1    335587
2     88985
0     19394
Name: gender, dtype: int64"
7,2014-01,300400,733.9689447403462,"0    519
Name: startstationid, dtype: int64","0    Pershing Square N
Name: startstationname, dtype: object","0    40.751884
Name: startstationlatitude, dtype: float64","0   -73.977702
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square N
Name: endstationname, dtype: object","0    40.751884
Name: endstationlatitude, dtype: float64","0   -73.977702
Name: endstationlongitude, dtype: float64","Subscriber    293146
Customer        7254
Name: usertype, dtype: int64","1    236106
2     57025
0      7269
Name: gender, dtype: int64"
8,2014-02,224736,874.5198099102947,"0    293
Name: startstationid, dtype: int64","0    Lafayette St & E 8 St
Name: startstationname, dtype: object","0    40.730287
Name: startstationlatitude, dtype: float64","0   -73.990765
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    218019
Customer        6717
Name: usertype, dtype: int64","1    176526
2     41479
0      6731
Name: gender, dtype: int64"
9,2014-03,439117,715.5565487102526,"0    519
Name: startstationid, dtype: int64","0    E 42 St & Vanderbilt Ave
Name: startstationname, dtype: object","0    40.752416
Name: startstationlatitude, dtype: float64","0   -73.97837
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    416235
Customer       22882
Name: usertype, dtype: int64","1    330568
2     85624
0     22925
Name: gender, dtype: int64"
10,2014-04,670780,831.7082724589284,"0    519
Name: startstationid, dtype: int64","0    E 42 St & Vanderbilt Ave
Name: startstationname, dtype: object","0    40.752416
Name: startstationlatitude, dtype: float64","0   -73.97837
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    607733
Customer       63047
Name: usertype, dtype: int64","1    473395
2    134273
0     63112
Name: gender, dtype: int64"
11,2014-05,866117,880.0054149728039,"0    519
Name: startstationid, dtype: int64","0    E 42 St & Vanderbilt Ave
Name: startstationname, dtype: object","0    40.752416
Name: startstationlatitude, dtype: float64","0   -73.97837
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    758566
Customer      107551
Name: usertype, dtype: int64","1    583696
2    174810
0    107611
Name: gender, dtype: int64"
12,2014-06,936880,892.2400222013491,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    818675
Customer      118205
Name: usertype, dtype: int64","1    620949
2    197579
0    118352
Name: gender, dtype: int64"
13,2014-07,968842,860.0840549852298,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    849778
Customer      119064
Name: usertype, dtype: int64","1    647466
2    202136
0    119240
Name: gender, dtype: int64"
14,2014-08,963489,884.4017783285539,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    827615
Customer      135874
Name: usertype, dtype: int64","1    630656
2    196719
0    136114
Name: gender, dtype: int64"
15,2014-09,953887,898.4186229605813,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    497
Name: endstationid, dtype: int64","0    E 17 St & Broadway
Name: endstationname, dtype: object","0    40.73705
Name: endstationlatitude, dtype: float64","0   -73.990093
Name: endstationlongitude, dtype: float64","Subscriber    854572
Customer       99315
Name: usertype, dtype: int64","1    651493
2    202856
0     99538
Name: gender, dtype: int64"
16,2014-10,828711,883.6966710952311,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    521
Name: endstationid, dtype: int64","0    8 Ave & W 31 St
Name: endstationname, dtype: object","0    40.75045
Name: endstationlatitude, dtype: float64","0   -73.994811
Name: endstationlongitude, dtype: float64","Subscriber    759628
Customer       69083
Name: usertype, dtype: int64","1    587239
2    172111
0     69361
Name: gender, dtype: int64"
17,2014-11,529188,791.721970263876,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    501180
Customer       28008
Name: usertype, dtype: int64","1    391729
2    109285
0     28174
Name: gender, dtype: int64"
18,2014-12,399069,745.7578488932992,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    382574
Customer       16495
Name: usertype, dtype: int64","1    306139
2     76377
0     16553
Name: gender, dtype: int64"
19,2015-01,285552,654.3255834313891,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    521
Name: endstationid, dtype: int64","0    8 Ave & W 31 St
Name: endstationname, dtype: object","0    40.75045
Name: endstationlatitude, dtype: float64","0   -73.994811
Name: endstationlongitude, dtype: float64","Subscriber    279924
Customer        5628
Name: usertype, dtype: int64","1    227764
2     52093
0      5695
Name: gender, dtype: int64"
20,2015-02,196930,649.3832072309958,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.75045
Name: startstationlatitude, dtype: float64","0   -73.994811
Name: startstationlongitude, dtype: float64","0    477
Name: endstationid, dtype: int64","0    W 41 St & 8 Ave
Name: endstationname, dtype: object","0    40.756405
Name: endstationlatitude, dtype: float64","0   -73.990026
Name: endstationlongitude, dtype: float64","Subscriber    194665
Customer        2265
Name: usertype, dtype: int64","1    161563
2     33064
0      2303
Name: gender, dtype: int64"
21,2015-03,341826,734.3166728101431,"0    490
Name: startstationid, dtype: int64","0    8 Ave & W 33 St
Name: startstationname, dtype: object","0    40.751551
Name: startstationlatitude, dtype: float64","0   -73.993934
Name: startstationlongitude, dtype: float64","0    490
Name: endstationid, dtype: int64","0    8 Ave & W 33 St
Name: endstationname, dtype: object","0    40.751551
Name: endstationlatitude, dtype: float64","0   -73.993934
Name: endstationlongitude, dtype: float64","Subscriber    328975
Customer       12851
Name: usertype, dtype: int64","1    265849
2     63042
0     12935
Name: gender, dtype: int64"
22,2015-04,652390,929.8844816750717,"0    293
Name: startstationid, dtype: int64","0    Lafayette St & E 8 St
Name: startstationname, dtype: object","0    40.730287
Name: startstationlatitude, dtype: float64","0   -73.990765
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    586177
Customer       66213
Name: usertype, dtype: int64","1    457585
2    128432
0     66373
Name: gender, dtype: int64"
23,2015-05,961986,1000.2337674352849,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.750967
Name: startstationlatitude, dtype: float64","0   -73.994442
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    794442
Customer      167544
Name: usertype, dtype: int64","1    608007
2    186113
0    167866
Name: gender, dtype: int64"
24,2015-06,941219,904.6027831992342,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.750967
Name: startstationlatitude, dtype: float64","0   -73.994442
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    810838
Customer      130381
Name: usertype, dtype: int64","1    621591
2    188655
0    130973
Name: gender, dtype: int64"
25,2015-07,1085676,967.670092182198,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.750967
Name: startstationlatitude, dtype: float64","0   -73.994442
Name: startstationlongitude, dtype: float64","0    521
Name: endstationid, dtype: int64","0    8 Ave & W 31 St
Name: endstationname, dtype: object","0    40.750967
Name: endstationlatitude, dtype: float64","0   -73.994442
Name: endstationlongitude, dtype: float64","Subscriber    905314
Customer      180362
Name: usertype, dtype: int64","1    687255
2    217011
0    181410
Name: gender, dtype: int64"
26,2015-08,1179044,1017.4786674627919,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.750967
Name: startstationlatitude, dtype: float64","0   -73.994442
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    958048
Customer      220996
Name: usertype, dtype: int64","1    720727
2    235991
0    222326
Name: gender, dtype: int64"
27,2015-09,1289699,1050.8498285258809,"0    521
Name: startstationid, dtype: int64","0    8 Ave & W 31 St
Name: startstationname, dtype: object","0    40.750967
Name: startstationlatitude, dtype: float64","0   -73.994442
Name: startstationlongitude, dtype: float64","0    521
Name: endstationid, dtype: int64","0    8 Ave & W 31 St
Name: endstationname, dtype: object","0    40.750967
Name: endstationlatitude, dtype: float64","0   -73.994442
Name: endstationlongitude, dtype: float64","Subscriber    1079592
Customer       210107
Name: usertype, dtype: int64","1    808558
2    269400
0    211741
Name: gender, dtype: int64"
28,2015-10,1212277,1079.953503201001,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    293
Name: endstationid, dtype: int64","0    Lafayette St & E 8 St
Name: endstationname, dtype: object","0    40.730287
Name: endstationlatitude, dtype: float64","0   -73.990765
Name: endstationlongitude, dtype: float64","Subscriber    1065766
Customer       146511
Name: usertype, dtype: int64","1    807097
2    256792
0    148388
Name: gender, dtype: int64"
29,2015-11,987245,972.0186701376051,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    886649
Customer      100596
Name: usertype, dtype: int64","1    674702
2    210001
0    102542
Name: gender, dtype: int64"
30,2015-12,804125,945.7116194621483,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    736248
Customer       67877
Name: usertype, dtype: int64","1    568231
2    166368
0     69526
Name: gender, dtype: int64"
31,2016-01,509478,847.2119306427363,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    484935
Customer       24543
Name: usertype, dtype: int64","1    379314
2    104457
0     25707
Name: gender, dtype: int64"
32,2016-02,560874,877.0949589390843,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    531049
Customer       29825
Name: usertype, dtype: int64","1    417216
2    112587
0     31071
Name: gender, dtype: int64"
33,2016-03,919921,1019.7898678256067,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    826683
Customer       93238
Name: usertype, dtype: int64","1    634219
2    190551
0     95151
Name: gender, dtype: int64"
34,2016-04,1013149,1074.3499860336435,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    882684
Customer      130465
Name: usertype, dtype: int64","1    674132
2    206510
0    132507
Name: gender, dtype: int64"
35,2016-05,1212280,1052.5140536839674,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1052266
Customer       160014
Name: usertype, dtype: int64","1    783723
2    249847
0    178710
Name: gender, dtype: int64"
36,2016-06,1460318,989.7580369481168,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1303486
Customer       156832
Name: usertype, dtype: int64","1    947464
2    314618
0    198236
Name: gender, dtype: int64"
37,2016-07,1380110,1000.3278593735282,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1178219
Customer       201891
Name: usertype, dtype: int64","1    876368
2    297078
0    206664
Name: gender, dtype: int64"
38,2016-08,1557663,980.2857408823346,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1339423
Customer       218240
Name: usertype, dtype: int64","1    999541
2    339589
0    218533
Name: gender, dtype: int64"
39,2016-09,1648856,947.3432804320087,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1427639
Customer       221217
Name: usertype, dtype: int64","1    1057055
2     371680
0     220121
Name: gender, dtype: int64"
40,2016-10,1573872,925.5264843646752,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1402581
Customer       153342
Name: usertype, dtype: int64","1    1044921
2     357032
0     171919
Name: gender, dtype: int64"
41,2016-11,1196942,878.6080795894873,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    1098468
Customer        85940
Name: usertype, dtype: int64","1    827966
2    268652
0    100324
Name: gender, dtype: int64"
42,2016-12,812192,775.9572970430637,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    774278
Customer       32526
Name: usertype, dtype: int64","1    596628
2    173165
0     42399
Name: gender, dtype: int64"
43,2017-01,726676,777.8989068030319,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    700465
Customer       23018
Name: usertype, dtype: int64","1    541849
2    152992
0     31835
Name: gender, dtype: int64"
44,2017-02,791647,812.8737833908295,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    741151
Customer       42916
Name: usertype, dtype: int64","1    567844
2    171785
0     52018
Name: gender, dtype: int64"
45,2017-03,727665,789.5136182171741,"0    519
Name: startstationid, dtype: int64","0    Pershing Square North
Name: startstationname, dtype: object","0    40.751873
Name: startstationlatitude, dtype: float64","0   -73.977706
Name: startstationlongitude, dtype: float64","0    519
Name: endstationid, dtype: int64","0    Pershing Square North
Name: endstationname, dtype: object","0    40.751873
Name: endstationlatitude, dtype: float64","0   -73.977706
Name: endstationlongitude, dtype: float64","Subscriber    695752
Customer       26777
Name: usertype, dtype: int64","1    538751
2    153476
0     35438
Name: gender, dtype: int64"
